,file,length,width,height,size
249,dataset/BraTS2021_Training_Data/BraTS2021_00349/BraTS2021_00349_seg.nii.gz,36,57,51,1
250,dataset/BraTS2021_Training_Data/BraTS2021_00350/BraTS2021_00350_seg.nii.gz,30,41,36,1
251,dataset/BraTS2021_Training_Data/BraTS2021_00351/BraTS2021_00351_seg.nii.gz,35,95,53,1
252,dataset/BraTS2021_Training_Data/BraTS2021_00352/BraTS2021_00352_seg.nii.gz,36,41,39,1
253,dataset/BraTS2021_Training_Data/BraTS2021_00353/BraTS2021_00353_seg.nii.gz,42,63,55,1
254,dataset/BraTS2021_Training_Data/BraTS2021_00356/BraTS2021_00356_seg.nii.gz,37,33,39,1
255,dataset/BraTS2021_Training_Data/BraTS2021_00359/BraTS2021_00359_seg.nii.gz,38,31,32,1
256,dataset/BraTS2021_Training_Data/BraTS2021_00360/BraTS2021_00360_seg.nii.gz,45,53,52,1
257,dataset/BraTS2021_Training_Data/BraTS2021_00364/BraTS2021_00364_seg.nii.gz,57,35,45,1
258,dataset/BraTS2021_Training_Data/BraTS2021_00366/BraTS2021_00366_seg.nii.gz,24,40,41,1
259,dataset/BraTS2021_Training_Data/BraTS2021_00367/BraTS2021_00367_seg.nii.gz,42,30,36,1
260,dataset/BraTS2021_Training_Data/BraTS2021_00369/BraTS2021_00369_seg.nii.gz,40,36,34,1
261,dataset/BraTS2021_Training_Data/BraTS2021_00370/BraTS2021_00370_seg.nii.gz,44,62,48,1
262,dataset/BraTS2021_Training_Data/BraTS2021_00371/BraTS2021_00371_seg.nii.gz,22,35,28,1
263,dataset/BraTS2021_Training_Data/BraTS2021_00373/BraTS2021_00373_seg.nii.gz,28,35,20,1
264,dataset/BraTS2021_Training_Data/BraTS2021_00375/BraTS2021_00375_seg.nii.gz,37,32,37,1
265,dataset/BraTS2021_Training_Data/BraTS2021_00376/BraTS2021_00376_seg.nii.gz,18,20,16,1
266,dataset/BraTS2021_Training_Data/BraTS2021_00377/BraTS2021_00377_seg.nii.gz,28,58,51,1
267,dataset/BraTS2021_Training_Data/BraTS2021_00378/BraTS2021_00378_seg.nii.gz,24,23,22,1
268,dataset/BraTS2021_Training_Data/BraTS2021_00379/BraTS2021_00379_seg.nii.gz,39,33,29,1
269,dataset/BraTS2021_Training_Data/BraTS2021_00380/BraTS2021_00380_seg.nii.gz,11,13,14,1
270,dataset/BraTS2021_Training_Data/BraTS2021_00382/BraTS2021_00382_seg.nii.gz,38,52,35,1
271,dataset/BraTS2021_Training_Data/BraTS2021_00383/BraTS2021_00383_seg.nii.gz,35,76,33,1
272,dataset/BraTS2021_Training_Data/BraTS2021_00386/BraTS2021_00386_seg.nii.gz,31,49,39,1
273,dataset/BraTS2021_Training_Data/BraTS2021_00387/BraTS2021_00387_seg.nii.gz,44,84,64,1
274,dataset/BraTS2021_Training_Data/BraTS2021_00388/BraTS2021_00388_seg.nii.gz,57,96,71,1
275,dataset/BraTS2021_Training_Data/BraTS2021_00389/BraTS2021_00389_seg.nii.gz,29,25,21,1
276,dataset/BraTS2021_Training_Data/BraTS2021_00390/BraTS2021_00390_seg.nii.gz,11,27,13,1
277,dataset/BraTS2021_Training_Data/BraTS2021_00391/BraTS2021_00391_seg.nii.gz,54,56,59,1
278,dataset/BraTS2021_Training_Data/BraTS2021_00392/BraTS2021_00392_seg.nii.gz,45,46,42,1
279,dataset/BraTS2021_Training_Data/BraTS2021_00395/BraTS2021_00395_seg.nii.gz,41,83,51,1
280,dataset/BraTS2021_Training_Data/BraTS2021_00397/BraTS2021_00397_seg.nii.gz,76,72,72,1
281,dataset/BraTS2021_Training_Data/BraTS2021_00399/BraTS2021_00399_seg.nii.gz,48,55,38,1
282,dataset/BraTS2021_Training_Data/BraTS2021_00400/BraTS2021_00400_seg.nii.gz,49,75,60,1
283,dataset/BraTS2021_Training_Data/BraTS2021_00401/BraTS2021_00401_seg.nii.gz,53,60,53,1
284,dataset/BraTS2021_Training_Data/BraTS2021_00402/BraTS2021_00402_seg.nii.gz,47,100,79,1
285,dataset/BraTS2021_Training_Data/BraTS2021_00403/BraTS2021_00403_seg.nii.gz,41,43,26,1
286,dataset/BraTS2021_Training_Data/BraTS2021_00404/BraTS2021_00404_seg.nii.gz,48,68,53,1
287,dataset/BraTS2021_Training_Data/BraTS2021_00405/BraTS2021_00405_seg.nii.gz,32,53,36,1
288,dataset/BraTS2021_Training_Data/BraTS2021_00406/BraTS2021_00406_seg.nii.gz,74,35,44,1
289,dataset/BraTS2021_Training_Data/BraTS2021_00407/BraTS2021_00407_seg.nii.gz,36,46,33,1
290,dataset/BraTS2021_Training_Data/BraTS2021_00409/BraTS2021_00409_seg.nii.gz,41,50,48,1
291,dataset/BraTS2021_Training_Data/BraTS2021_00410/BraTS2021_00410_seg.nii.gz,29,30,25,1
292,dataset/BraTS2021_Training_Data/BraTS2021_00412/BraTS2021_00412_seg.nii.gz,14,27,8,1
293,dataset/BraTS2021_Training_Data/BraTS2021_00413/BraTS2021_00413_seg.nii.gz,37,42,48,1
294,dataset/BraTS2021_Training_Data/BraTS2021_00414/BraTS2021_00414_seg.nii.gz,46,67,51,1
295,dataset/BraTS2021_Training_Data/BraTS2021_00416/BraTS2021_00416_seg.nii.gz,57,77,58,1
296,dataset/BraTS2021_Training_Data/BraTS2021_00417/BraTS2021_00417_seg.nii.gz,44,52,28,1
297,dataset/BraTS2021_Training_Data/BraTS2021_00418/BraTS2021_00418_seg.nii.gz,44,47,32,1
298,dataset/BraTS2021_Training_Data/BraTS2021_00419/BraTS2021_00419_seg.nii.gz,24,24,25,1
299,dataset/BraTS2021_Training_Data/BraTS2021_00421/BraTS2021_00421_seg.nii.gz,28,47,31,1
300,dataset/BraTS2021_Training_Data/BraTS2021_00423/BraTS2021_00423_seg.nii.gz,74,58,60,1
301,dataset/BraTS2021_Training_Data/BraTS2021_00425/BraTS2021_00425_seg.nii.gz,17,25,15,1
302,dataset/BraTS2021_Training_Data/BraTS2021_00426/BraTS2021_00426_seg.nii.gz,43,48,48,1
303,dataset/BraTS2021_Training_Data/BraTS2021_00429/BraTS2021_00429_seg.nii.gz,77,46,54,1
304,dataset/BraTS2021_Training_Data/BraTS2021_00430/BraTS2021_00430_seg.nii.gz,34,45,29,1
305,dataset/BraTS2021_Training_Data/BraTS2021_00431/BraTS2021_00431_seg.nii.gz,30,24,25,1
306,dataset/BraTS2021_Training_Data/BraTS2021_00432/BraTS2021_00432_seg.nii.gz,16,22,31,1
307,dataset/BraTS2021_Training_Data/BraTS2021_00433/BraTS2021_00433_seg.nii.gz,35,43,37,1
308,dataset/BraTS2021_Training_Data/BraTS2021_00436/BraTS2021_00436_seg.nii.gz,43,61,54,1
309,dataset/BraTS2021_Training_Data/BraTS2021_00440/BraTS2021_00440_seg.nii.gz,52,79,57,1
310,dataset/BraTS2021_Training_Data/BraTS2021_00441/BraTS2021_00441_seg.nii.gz,37,40,31,1
311,dataset/BraTS2021_Training_Data/BraTS2021_00442/BraTS2021_00442_seg.nii.gz,40,44,38,1
312,dataset/BraTS2021_Training_Data/BraTS2021_00443/BraTS2021_00443_seg.nii.gz,36,57,48,1
313,dataset/BraTS2021_Training_Data/BraTS2021_00444/BraTS2021_00444_seg.nii.gz,40,35,44,1
314,dataset/BraTS2021_Training_Data/BraTS2021_00445/BraTS2021_00445_seg.nii.gz,58,53,54,1
315,dataset/BraTS2021_Training_Data/BraTS2021_00446/BraTS2021_00446_seg.nii.gz,58,90,55,1
316,dataset/BraTS2021_Training_Data/BraTS2021_00448/BraTS2021_00448_seg.nii.gz,37,49,52,1
317,dataset/BraTS2021_Training_Data/BraTS2021_00449/BraTS2021_00449_seg.nii.gz,74,64,53,1
318,dataset/BraTS2021_Training_Data/BraTS2021_00451/BraTS2021_00451_seg.nii.gz,60,67,51,1
319,dataset/BraTS2021_Training_Data/BraTS2021_00452/BraTS2021_00452_seg.nii.gz,31,32,35,1
320,dataset/BraTS2021_Training_Data/BraTS2021_00453/BraTS2021_00453_seg.nii.gz,45,52,49,1
321,dataset/BraTS2021_Training_Data/BraTS2021_00454/BraTS2021_00454_seg.nii.gz,53,60,51,1
322,dataset/BraTS2021_Training_Data/BraTS2021_00455/BraTS2021_00455_seg.nii.gz,36,46,45,1
323,dataset/BraTS2021_Training_Data/BraTS2021_00456/BraTS2021_00456_seg.nii.gz,46,59,36,1
324,dataset/BraTS2021_Training_Data/BraTS2021_00457/BraTS2021_00457_seg.nii.gz,42,56,43,1
325,dataset/BraTS2021_Training_Data/BraTS2021_00459/BraTS2021_00459_seg.nii.gz,38,37,46,1
326,dataset/BraTS2021_Training_Data/BraTS2021_00464/BraTS2021_00464_seg.nii.gz,26,29,25,1
327,dataset/BraTS2021_Training_Data/BraTS2021_00466/BraTS2021_00466_seg.nii.gz,47,64,53,1
328,dataset/BraTS2021_Training_Data/BraTS2021_00468/BraTS2021_00468_seg.nii.gz,46,74,55,1
329,dataset/BraTS2021_Training_Data/BraTS2021_00469/BraTS2021_00469_seg.nii.gz,26,39,30,1
330,dataset/BraTS2021_Training_Data/BraTS2021_00470/BraTS2021_00470_seg.nii.gz,47,46,50,1
331,dataset/BraTS2021_Training_Data/BraTS2021_00472/BraTS2021_00472_seg.nii.gz,32,37,38,1
332,dataset/BraTS2021_Training_Data/BraTS2021_00477/BraTS2021_00477_seg.nii.gz,59,80,58,1
333,dataset/BraTS2021_Training_Data/BraTS2021_00478/BraTS2021_00478_seg.nii.gz,36,42,44,1
334,dataset/BraTS2021_Training_Data/BraTS2021_00479/BraTS2021_00479_seg.nii.gz,41,53,36,1
335,dataset/BraTS2021_Training_Data/BraTS2021_00480/BraTS2021_00480_seg.nii.gz,48,63,57,1
336,dataset/BraTS2021_Training_Data/BraTS2021_00481/BraTS2021_00481_seg.nii.gz,39,54,41,1
337,dataset/BraTS2021_Training_Data/BraTS2021_00483/BraTS2021_00483_seg.nii.gz,43,44,52,1
338,dataset/BraTS2021_Training_Data/BraTS2021_00485/BraTS2021_00485_seg.nii.gz,14,32,17,1
339,dataset/BraTS2021_Training_Data/BraTS2021_00488/BraTS2021_00488_seg.nii.gz,39,54,43,1
340,dataset/BraTS2021_Training_Data/BraTS2021_00491/BraTS2021_00491_seg.nii.gz,39,46,56,1
341,dataset/BraTS2021_Training_Data/BraTS2021_00493/BraTS2021_00493_seg.nii.gz,32,26,38,1
342,dataset/BraTS2021_Training_Data/BraTS2021_00494/BraTS2021_00494_seg.nii.gz,48,50,39,1
343,dataset/BraTS2021_Training_Data/BraTS2021_00495/BraTS2021_00495_seg.nii.gz,39,62,58,1
344,dataset/BraTS2021_Training_Data/BraTS2021_00496/BraTS2021_00496_seg.nii.gz,11,10,10,1
345,dataset/BraTS2021_Training_Data/BraTS2021_00498/BraTS2021_00498_seg.nii.gz,30,47,42,1
346,dataset/BraTS2021_Training_Data/BraTS2021_00499/BraTS2021_00499_seg.nii.gz,51,59,45,1
347,dataset/BraTS2021_Training_Data/BraTS2021_00500/BraTS2021_00500_seg.nii.gz,34,50,38,1
348,dataset/BraTS2021_Training_Data/BraTS2021_00501/BraTS2021_00501_seg.nii.gz,27,41,35,1
349,dataset/BraTS2021_Training_Data/BraTS2021_00502/BraTS2021_00502_seg.nii.gz,38,71,35,1
350,dataset/BraTS2021_Training_Data/BraTS2021_00504/BraTS2021_00504_seg.nii.gz,36,38,37,1
351,dataset/BraTS2021_Training_Data/BraTS2021_00505/BraTS2021_00505_seg.nii.gz,47,57,49,1
352,dataset/BraTS2021_Training_Data/BraTS2021_00506/BraTS2021_00506_seg.nii.gz,40,59,53,1
353,dataset/BraTS2021_Training_Data/BraTS2021_00507/BraTS2021_00507_seg.nii.gz,42,52,43,1
354,dataset/BraTS2021_Training_Data/BraTS2021_00510/BraTS2021_00510_seg.nii.gz,45,73,41,1
355,dataset/BraTS2021_Training_Data/BraTS2021_00511/BraTS2021_00511_seg.nii.gz,35,52,46,1
356,dataset/BraTS2021_Training_Data/BraTS2021_00512/BraTS2021_00512_seg.nii.gz,72,85,54,1
357,dataset/BraTS2021_Training_Data/BraTS2021_00513/BraTS2021_00513_seg.nii.gz,47,80,51,1
358,dataset/BraTS2021_Training_Data/BraTS2021_00514/BraTS2021_00514_seg.nii.gz,26,25,26,1
359,dataset/BraTS2021_Training_Data/BraTS2021_00516/BraTS2021_00516_seg.nii.gz,57,74,56,1
360,dataset/BraTS2021_Training_Data/BraTS2021_00517/BraTS2021_00517_seg.nii.gz,39,32,27,1
361,dataset/BraTS2021_Training_Data/BraTS2021_00518/BraTS2021_00518_seg.nii.gz,41,26,36,1
362,dataset/BraTS2021_Training_Data/BraTS2021_00519/BraTS2021_00519_seg.nii.gz,34,31,35,1
363,dataset/BraTS2021_Training_Data/BraTS2021_00520/BraTS2021_00520_seg.nii.gz,30,26,24,1
364,dataset/BraTS2021_Training_Data/BraTS2021_00523/BraTS2021_00523_seg.nii.gz,25,31,16,1
365,dataset/BraTS2021_Training_Data/BraTS2021_00524/BraTS2021_00524_seg.nii.gz,47,54,43,1
366,dataset/BraTS2021_Training_Data/BraTS2021_00525/BraTS2021_00525_seg.nii.gz,15,14,14,1
367,dataset/BraTS2021_Training_Data/BraTS2021_00526/BraTS2021_00526_seg.nii.gz,34,67,60,1
368,dataset/BraTS2021_Training_Data/BraTS2021_00528/BraTS2021_00528_seg.nii.gz,68,69,59,1
369,dataset/BraTS2021_Training_Data/BraTS2021_00529/BraTS2021_00529_seg.nii.gz,34,53,41,1
370,dataset/BraTS2021_Training_Data/BraTS2021_00530/BraTS2021_00530_seg.nii.gz,24,21,23,1
371,dataset/BraTS2021_Training_Data/BraTS2021_00532/BraTS2021_00532_seg.nii.gz,56,87,53,1
372,dataset/BraTS2021_Training_Data/BraTS2021_00533/BraTS2021_00533_seg.nii.gz,41,56,42,1
373,dataset/BraTS2021_Training_Data/BraTS2021_00537/BraTS2021_00537_seg.nii.gz,53,51,65,1
374,dataset/BraTS2021_Training_Data/BraTS2021_00538/BraTS2021_00538_seg.nii.gz,38,45,40,1
375,dataset/BraTS2021_Training_Data/BraTS2021_00539/BraTS2021_00539_seg.nii.gz,45,46,58,1
376,dataset/BraTS2021_Training_Data/BraTS2021_00540/BraTS2021_00540_seg.nii.gz,7,6,6,1
377,dataset/BraTS2021_Training_Data/BraTS2021_00542/BraTS2021_00542_seg.nii.gz,40,57,51,1
378,dataset/BraTS2021_Training_Data/BraTS2021_00543/BraTS2021_00543_seg.nii.gz,47,44,51,1
379,dataset/BraTS2021_Training_Data/BraTS2021_00544/BraTS2021_00544_seg.nii.gz,30,41,34,1
380,dataset/BraTS2021_Training_Data/BraTS2021_00545/BraTS2021_00545_seg.nii.gz,34,43,41,1
381,dataset/BraTS2021_Training_Data/BraTS2021_00547/BraTS2021_00547_seg.nii.gz,27,25,21,1
382,dataset/BraTS2021_Training_Data/BraTS2021_00548/BraTS2021_00548_seg.nii.gz,44,54,55,1
383,dataset/BraTS2021_Training_Data/BraTS2021_00549/BraTS2021_00549_seg.nii.gz,30,28,27,1
384,dataset/BraTS2021_Training_Data/BraTS2021_00550/BraTS2021_00550_seg.nii.gz,36,30,30,1
385,dataset/BraTS2021_Training_Data/BraTS2021_00551/BraTS2021_00551_seg.nii.gz,32,46,45,1
386,dataset/BraTS2021_Training_Data/BraTS2021_00552/BraTS2021_00552_seg.nii.gz,39,85,36,1
387,dataset/BraTS2021_Training_Data/BraTS2021_00554/BraTS2021_00554_seg.nii.gz,41,56,40,1
388,dataset/BraTS2021_Training_Data/BraTS2021_00555/BraTS2021_00555_seg.nii.gz,44,47,37,1
389,dataset/BraTS2021_Training_Data/BraTS2021_00556/BraTS2021_00556_seg.nii.gz,39,73,45,1
390,dataset/BraTS2021_Training_Data/BraTS2021_00557/BraTS2021_00557_seg.nii.gz,26,30,20,1
391,dataset/BraTS2021_Training_Data/BraTS2021_00558/BraTS2021_00558_seg.nii.gz,53,71,48,1
392,dataset/BraTS2021_Training_Data/BraTS2021_00559/BraTS2021_00559_seg.nii.gz,47,63,56,1
393,dataset/BraTS2021_Training_Data/BraTS2021_00561/BraTS2021_00561_seg.nii.gz,39,54,54,1
394,dataset/BraTS2021_Training_Data/BraTS2021_00563/BraTS2021_00563_seg.nii.gz,38,51,51,1
395,dataset/BraTS2021_Training_Data/BraTS2021_00565/BraTS2021_00565_seg.nii.gz,43,42,48,1
396,dataset/BraTS2021_Training_Data/BraTS2021_00567/BraTS2021_00567_seg.nii.gz,37,37,48,1
397,dataset/BraTS2021_Training_Data/BraTS2021_00568/BraTS2021_00568_seg.nii.gz,87,126,80,1
398,dataset/BraTS2021_Training_Data/BraTS2021_00569/BraTS2021_00569_seg.nii.gz,52,54,45,1
399,dataset/BraTS2021_Training_Data/BraTS2021_00570/BraTS2021_00570_seg.nii.gz,37,67,33,1
400,dataset/BraTS2021_Training_Data/BraTS2021_00571/BraTS2021_00571_seg.nii.gz,32,65,37,1
401,dataset/BraTS2021_Training_Data/BraTS2021_00572/BraTS2021_00572_seg.nii.gz,28,53,46,1
402,dataset/BraTS2021_Training_Data/BraTS2021_00574/BraTS2021_00574_seg.nii.gz,31,45,37,1
403,dataset/BraTS2021_Training_Data/BraTS2021_00575/BraTS2021_00575_seg.nii.gz,48,74,51,1
404,dataset/BraTS2021_Training_Data/BraTS2021_00576/BraTS2021_00576_seg.nii.gz,28,38,33,1
405,dataset/BraTS2021_Training_Data/BraTS2021_00577/BraTS2021_00577_seg.nii.gz,42,53,50,1
406,dataset/BraTS2021_Training_Data/BraTS2021_00578/BraTS2021_00578_seg.nii.gz,65,83,43,1
407,dataset/BraTS2021_Training_Data/BraTS2021_00579/BraTS2021_00579_seg.nii.gz,42,49,48,1
408,dataset/BraTS2021_Training_Data/BraTS2021_00580/BraTS2021_00580_seg.nii.gz,45,72,46,1
409,dataset/BraTS2021_Training_Data/BraTS2021_00581/BraTS2021_00581_seg.nii.gz,59,64,56,1
410,dataset/BraTS2021_Training_Data/BraTS2021_00582/BraTS2021_00582_seg.nii.gz,24,36,38,1
411,dataset/BraTS2021_Training_Data/BraTS2021_00583/BraTS2021_00583_seg.nii.gz,50,62,57,1
412,dataset/BraTS2021_Training_Data/BraTS2021_00584/BraTS2021_00584_seg.nii.gz,24,30,24,1
413,dataset/BraTS2021_Training_Data/BraTS2021_00586/BraTS2021_00586_seg.nii.gz,43,57,57,1
414,dataset/BraTS2021_Training_Data/BraTS2021_00587/BraTS2021_00587_seg.nii.gz,78,103,65,1
415,dataset/BraTS2021_Training_Data/BraTS2021_00588/BraTS2021_00588_seg.nii.gz,44,24,46,1
416,dataset/BraTS2021_Training_Data/BraTS2021_00589/BraTS2021_00589_seg.nii.gz,57,52,41,1
417,dataset/BraTS2021_Training_Data/BraTS2021_00590/BraTS2021_00590_seg.nii.gz,32,44,33,1
418,dataset/BraTS2021_Training_Data/BraTS2021_00591/BraTS2021_00591_seg.nii.gz,44,54,53,1
419,dataset/BraTS2021_Training_Data/BraTS2021_00593/BraTS2021_00593_seg.nii.gz,43,56,54,1
420,dataset/BraTS2021_Training_Data/BraTS2021_00594/BraTS2021_00594_seg.nii.gz,47,53,51,1
421,dataset/BraTS2021_Training_Data/BraTS2021_00596/BraTS2021_00596_seg.nii.gz,43,68,53,1
422,dataset/BraTS2021_Training_Data/BraTS2021_00597/BraTS2021_00597_seg.nii.gz,14,33,15,1
423,dataset/BraTS2021_Training_Data/BraTS2021_00598/BraTS2021_00598_seg.nii.gz,38,66,50,1
424,dataset/BraTS2021_Training_Data/BraTS2021_00599/BraTS2021_00599_seg.nii.gz,35,47,47,1
425,dataset/BraTS2021_Training_Data/BraTS2021_00601/BraTS2021_00601_seg.nii.gz,40,60,46,1
426,dataset/BraTS2021_Training_Data/BraTS2021_00602/BraTS2021_00602_seg.nii.gz,78,75,41,1
427,dataset/BraTS2021_Training_Data/BraTS2021_00604/BraTS2021_00604_seg.nii.gz,58,60,56,1
428,dataset/BraTS2021_Training_Data/BraTS2021_00605/BraTS2021_00605_seg.nii.gz,52,62,58,1
429,dataset/BraTS2021_Training_Data/BraTS2021_00606/BraTS2021_00606_seg.nii.gz,98,117,79,1
430,dataset/BraTS2021_Training_Data/BraTS2021_00607/BraTS2021_00607_seg.nii.gz,40,74,74,1
431,dataset/BraTS2021_Training_Data/BraTS2021_00608/BraTS2021_00608_seg.nii.gz,52,67,54,1
432,dataset/BraTS2021_Training_Data/BraTS2021_00610/BraTS2021_00610_seg.nii.gz,26,21,43,1
433,dataset/BraTS2021_Training_Data/BraTS2021_00611/BraTS2021_00611_seg.nii.gz,34,46,34,1
434,dataset/BraTS2021_Training_Data/BraTS2021_00612/BraTS2021_00612_seg.nii.gz,62,77,54,1
435,dataset/BraTS2021_Training_Data/BraTS2021_00613/BraTS2021_00613_seg.nii.gz,54,82,53,1
436,dataset/BraTS2021_Training_Data/BraTS2021_00615/BraTS2021_00615_seg.nii.gz,23,22,23,1
437,dataset/BraTS2021_Training_Data/BraTS2021_00616/BraTS2021_00616_seg.nii.gz,35,51,44,1
438,dataset/BraTS2021_Training_Data/BraTS2021_00618/BraTS2021_00618_seg.nii.gz,42,65,43,1
439,dataset/BraTS2021_Training_Data/BraTS2021_00619/BraTS2021_00619_seg.nii.gz,43,66,46,1
440,dataset/BraTS2021_Training_Data/BraTS2021_00620/BraTS2021_00620_seg.nii.gz,34,31,40,1
441,dataset/BraTS2021_Training_Data/BraTS2021_00621/BraTS2021_00621_seg.nii.gz,48,35,22,1
442,dataset/BraTS2021_Training_Data/BraTS2021_00622/BraTS2021_00622_seg.nii.gz,29,28,30,1
443,dataset/BraTS2021_Training_Data/BraTS2021_00623/BraTS2021_00623_seg.nii.gz,53,32,30,1
444,dataset/BraTS2021_Training_Data/BraTS2021_00624/BraTS2021_00624_seg.nii.gz,33,49,43,1
445,dataset/BraTS2021_Training_Data/BraTS2021_00625/BraTS2021_00625_seg.nii.gz,45,61,53,1
446,dataset/BraTS2021_Training_Data/BraTS2021_00626/BraTS2021_00626_seg.nii.gz,25,30,27,1
447,dataset/BraTS2021_Training_Data/BraTS2021_00628/BraTS2021_00628_seg.nii.gz,47,41,41,1
448,dataset/BraTS2021_Training_Data/BraTS2021_00630/BraTS2021_00630_seg.nii.gz,46,49,47,1
449,dataset/BraTS2021_Training_Data/BraTS2021_00631/BraTS2021_00631_seg.nii.gz,42,60,54,1
450,dataset/BraTS2021_Training_Data/BraTS2021_00636/BraTS2021_00636_seg.nii.gz,29,29,32,1
451,dataset/BraTS2021_Training_Data/BraTS2021_00638/BraTS2021_00638_seg.nii.gz,32,27,74,1
452,dataset/BraTS2021_Training_Data/BraTS2021_00639/BraTS2021_00639_seg.nii.gz,26,30,24,1
453,dataset/BraTS2021_Training_Data/BraTS2021_00640/BraTS2021_00640_seg.nii.gz,69,63,66,1
454,dataset/BraTS2021_Training_Data/BraTS2021_00641/BraTS2021_00641_seg.nii.gz,43,53,39,1
455,dataset/BraTS2021_Training_Data/BraTS2021_00642/BraTS2021_00642_seg.nii.gz,33,56,32,1
456,dataset/BraTS2021_Training_Data/BraTS2021_00645/BraTS2021_00645_seg.nii.gz,54,52,30,1
457,dataset/BraTS2021_Training_Data/BraTS2021_00646/BraTS2021_00646_seg.nii.gz,61,64,61,1
458,dataset/BraTS2021_Training_Data/BraTS2021_00649/BraTS2021_00649_seg.nii.gz,49,58,60,1
459,dataset/BraTS2021_Training_Data/BraTS2021_00650/BraTS2021_00650_seg.nii.gz,39,62,61,1
460,dataset/BraTS2021_Training_Data/BraTS2021_00651/BraTS2021_00651_seg.nii.gz,28,34,37,1
461,dataset/BraTS2021_Training_Data/BraTS2021_00652/BraTS2021_00652_seg.nii.gz,42,98,38,1
462,dataset/BraTS2021_Training_Data/BraTS2021_00654/BraTS2021_00654_seg.nii.gz,54,49,77,1
463,dataset/BraTS2021_Training_Data/BraTS2021_00655/BraTS2021_00655_seg.nii.gz,57,49,84,1
464,dataset/BraTS2021_Training_Data/BraTS2021_00656/BraTS2021_00656_seg.nii.gz,56,68,71,1
465,dataset/BraTS2021_Training_Data/BraTS2021_00657/BraTS2021_00657_seg.nii.gz,62,74,58,1
466,dataset/BraTS2021_Training_Data/BraTS2021_00658/BraTS2021_00658_seg.nii.gz,42,51,43,1
467,dataset/BraTS2021_Training_Data/BraTS2021_00659/BraTS2021_00659_seg.nii.gz,29,33,24,1
468,dataset/BraTS2021_Training_Data/BraTS2021_00661/BraTS2021_00661_seg.nii.gz,33,61,42,1
469,dataset/BraTS2021_Training_Data/BraTS2021_00663/BraTS2021_00663_seg.nii.gz,40,44,48,1
470,dataset/BraTS2021_Training_Data/BraTS2021_00667/BraTS2021_00667_seg.nii.gz,32,35,25,1
471,dataset/BraTS2021_Training_Data/BraTS2021_00668/BraTS2021_00668_seg.nii.gz,6,5,7,1
472,dataset/BraTS2021_Training_Data/BraTS2021_00674/BraTS2021_00674_seg.nii.gz,70,84,38,1
473,dataset/BraTS2021_Training_Data/BraTS2021_00675/BraTS2021_00675_seg.nii.gz,25,46,27,1
474,dataset/BraTS2021_Training_Data/BraTS2021_00676/BraTS2021_00676_seg.nii.gz,52,54,56,1
475,dataset/BraTS2021_Training_Data/BraTS2021_00677/BraTS2021_00677_seg.nii.gz,50,46,44,1
476,dataset/BraTS2021_Training_Data/BraTS2021_00679/BraTS2021_00679_seg.nii.gz,44,61,42,1
477,dataset/BraTS2021_Training_Data/BraTS2021_00680/BraTS2021_00680_seg.nii.gz,30,44,30,1
478,dataset/BraTS2021_Training_Data/BraTS2021_00682/BraTS2021_00682_seg.nii.gz,38,32,32,1
479,dataset/BraTS2021_Training_Data/BraTS2021_00683/BraTS2021_00683_seg.nii.gz,50,77,58,1
480,dataset/BraTS2021_Training_Data/BraTS2021_00684/BraTS2021_00684_seg.nii.gz,18,32,29,1
481,dataset/BraTS2021_Training_Data/BraTS2021_00685/BraTS2021_00685_seg.nii.gz,33,72,46,1
482,dataset/BraTS2021_Training_Data/BraTS2021_00686/BraTS2021_00686_seg.nii.gz,56,64,58,1
483,dataset/BraTS2021_Training_Data/BraTS2021_00687/BraTS2021_00687_seg.nii.gz,32,55,40,1
484,dataset/BraTS2021_Training_Data/BraTS2021_00688/BraTS2021_00688_seg.nii.gz,24,32,33,1
485,dataset/BraTS2021_Training_Data/BraTS2021_00689/BraTS2021_00689_seg.nii.gz,53,75,55,1
486,dataset/BraTS2021_Training_Data/BraTS2021_00690/BraTS2021_00690_seg.nii.gz,30,35,28,1
487,dataset/BraTS2021_Training_Data/BraTS2021_00691/BraTS2021_00691_seg.nii.gz,40,46,43,1
488,dataset/BraTS2021_Training_Data/BraTS2021_00692/BraTS2021_00692_seg.nii.gz,34,42,39,1
489,dataset/BraTS2021_Training_Data/BraTS2021_00693/BraTS2021_00693_seg.nii.gz,31,34,33,1
490,dataset/BraTS2021_Training_Data/BraTS2021_00694/BraTS2021_00694_seg.nii.gz,53,33,27,1
491,dataset/BraTS2021_Training_Data/BraTS2021_00697/BraTS2021_00697_seg.nii.gz,54,63,51,1
492,dataset/BraTS2021_Training_Data/BraTS2021_00698/BraTS2021_00698_seg.nii.gz,48,52,56,1
493,dataset/BraTS2021_Training_Data/BraTS2021_00703/BraTS2021_00703_seg.nii.gz,37,59,74,1
494,dataset/BraTS2021_Training_Data/BraTS2021_00704/BraTS2021_00704_seg.nii.gz,38,63,50,1
495,dataset/BraTS2021_Training_Data/BraTS2021_00705/BraTS2021_00705_seg.nii.gz,19,22,24,1
496,dataset/BraTS2021_Training_Data/BraTS2021_00706/BraTS2021_00706_seg.nii.gz,45,64,68,1
497,dataset/BraTS2021_Training_Data/BraTS2021_00707/BraTS2021_00707_seg.nii.gz,33,43,43,1
